                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    274,                0.58812,                0.40269,                0.92188,                0.84836,                0.93333,                0.94028,                0.52995,                 1.6472,                0.77026,                 1.5383,              0.0012181,              0.0012181,              0.0012181
                    275,                0.61534,                0.41406,                0.94404,                0.82368,                0.82787,                0.89277,                0.48913,                 1.6474,                0.81576,                 1.5547,              0.0012165,              0.0012165,              0.0012165
                    276,                0.58623,                0.39657,                  0.911,                0.90778,                0.85565,                 0.8979,                0.48765,                 1.6004,                0.92611,                 1.5521,              0.0012148,              0.0012148,              0.0012148
                    277,                0.59022,                0.39144,                0.91422,                0.89501,                0.86429,                0.85804,                0.43669,                 1.6821,                0.93753,                  1.602,              0.0012132,              0.0012132,              0.0012132
                    278,                0.58898,                0.37864,                 0.9041,                0.83071,                0.91394,                0.86978,                0.43492,                 1.7781,                0.96453,                 1.7202,              0.0012115,              0.0012115,              0.0012115
                    279,                0.58365,                0.38433,                0.91718,                0.84682,                0.88787,                0.86619,                0.41586,                  1.839,                  1.067,                 1.7753,              0.0012099,              0.0012099,              0.0012099
                    280,                0.59275,                0.40586,                0.91595,                0.83856,                0.83972,                 0.8321,                0.44054,                 1.7559,                 1.0229,                  1.697,              0.0012082,              0.0012082,              0.0012082
                    281,                0.59622,                0.39221,                0.92738,                 0.7623,                0.93333,                0.84726,                0.48126,                 1.6698,                 0.9528,                 1.6426,              0.0012066,              0.0012066,              0.0012066
                    282,                0.56581,                0.38492,                0.91081,                0.83525,                0.91954,                0.90195,                 0.5058,                 1.6268,                0.89877,                 1.5758,              0.0012049,              0.0012049,              0.0012049
                    283,                0.56047,                0.39052,                0.90702,                0.84488,                0.89849,                0.89208,                0.48938,                 1.7174,                0.96661,                 1.6499,              0.0012033,              0.0012033,              0.0012033
                    284,                 0.5879,                0.38506,                0.93854,                0.85706,                0.82858,                0.83809,                0.42989,                 1.8068,                 1.1371,                 1.7222,              0.0012016,              0.0012016,              0.0012016
                    285,                0.56937,                 0.3839,                0.91229,                0.81231,                0.86386,                0.83435,                0.42599,                 1.7591,                   1.17,                 1.7103,                 0.0012,                 0.0012,                 0.0012
                    286,                0.60699,                0.39837,                0.92132,                0.83748,                0.82986,                0.86711,                0.45908,                 1.7043,                0.97774,                 1.6077,              0.0011983,              0.0011983,              0.0011983
                    287,                0.60423,                 0.3983,                0.92383,                0.78591,                0.83111,                  0.842,                0.43762,                 1.7211,                 1.2067,                 1.6305,              0.0011967,              0.0011967,              0.0011967
                    288,                0.59513,                0.39134,                0.92975,                0.71821,                0.89454,                 0.8433,                  0.463,                  1.642,                 1.0968,                 1.5494,               0.001195,               0.001195,               0.001195
                    289,                0.58371,                0.39164,                0.92314,                0.77779,                0.80992,                0.84849,                0.49164,                 1.6674,                0.81414,                 1.5726,              0.0011934,              0.0011934,              0.0011934
                    290,                0.55599,                0.37576,                0.91452,                0.76406,                0.89762,                0.87041,                0.47355,                 1.7532,                0.82619,                 1.6392,              0.0011917,              0.0011917,              0.0011917
                    291,                0.59681,                0.39197,                0.93487,                0.76455,                0.91198,                0.84839,                 0.4385,                 1.7354,                0.87167,                 1.7416,              0.0011901,              0.0011901,              0.0011901
                    292,                0.54582,                 0.3637,                0.90168,                0.85981,                0.88316,                0.89583,                0.48783,                 1.6345,                0.91161,                 1.6041,              0.0011884,              0.0011884,              0.0011884
                    293,                0.55556,                0.38023,                0.91356,                 0.8771,                0.88654,                0.89677,                0.48104,                 1.7022,                0.81381,                 1.6588,              0.0011868,              0.0011868,              0.0011868
                    294,                0.56479,                 0.3774,                0.90411,                0.86338,                0.88095,                0.87313,                0.46061,                  1.681,                 0.8997,                 1.6316,              0.0011851,              0.0011851,              0.0011851
                    295,                0.54014,                0.35721,                 0.8986,                0.86947,                0.84524,                0.85968,                0.46182,                 1.6824,                0.93935,                 1.6277,              0.0011835,              0.0011835,              0.0011835
                    296,                0.56092,                0.38349,                0.92325,                0.81233,                0.88168,                0.86235,                0.45314,                 1.7317,                0.94729,                 1.6835,              0.0011818,              0.0011818,              0.0011818
                    297,                0.57911,                0.38802,                0.90365,                0.84091,                0.84185,                0.86126,                0.46422,                   1.69,                0.96381,                 1.6421,              0.0011802,              0.0011802,              0.0011802
                    298,                0.56229,                0.35998,                0.92976,                0.73399,                 0.8968,                0.87157,                0.46631,                 1.6622,                 1.0292,                 1.6313,              0.0011785,              0.0011785,              0.0011785
                    299,                0.57751,                0.37967,                0.91776,                0.81236,                0.87573,                 0.8865,                0.49557,                 1.6316,                0.86169,                 1.6804,              0.0011769,              0.0011769,              0.0011769
                    300,                0.57859,                0.38461,                0.91991,                0.85707,                0.91674,                 0.9068,                0.50856,                 1.6697,                0.81667,                 1.6648,              0.0011752,              0.0011752,              0.0011752
                    301,                0.56113,                 0.3931,                0.92507,                0.89735,                0.88225,                0.90836,                0.49706,                 1.6526,                0.77042,                 1.6525,              0.0011736,              0.0011736,              0.0011736
                    302,                0.56798,                0.37427,                0.90911,                0.79345,                0.92727,                0.88365,                0.46782,                 1.6852,                0.84178,                 1.6485,              0.0011719,              0.0011719,              0.0011719
                    303,                0.56253,                0.39273,                0.91568,                0.82183,                0.89767,                0.88361,                0.47337,                 1.6324,                0.83494,                 1.5889,              0.0011703,              0.0011703,              0.0011703
                    304,                0.53753,                0.37493,                0.91875,                0.84959,                0.89389,                0.88335,                 0.5031,                 1.6853,                0.84918,                 1.6111,              0.0011686,              0.0011686,              0.0011686
                    305,                0.54772,                0.40414,                0.91368,                0.85334,                0.84945,                0.87584,                0.50671,                 1.6279,                0.86957,                  1.538,               0.001167,               0.001167,               0.001167
                    306,                0.56433,                0.39274,                0.92623,                0.89526,                0.87167,                0.86961,                0.50038,                 1.6156,                0.80596,                 1.5825,              0.0011653,              0.0011653,              0.0011653
                    307,                0.58192,                 0.3824,                0.90643,                0.81585,                0.92656,                0.89127,                0.49187,                 1.6782,                0.82803,                 1.6137,              0.0011636,              0.0011636,              0.0011636
                    308,                0.58239,                0.40187,                0.92883,                0.78596,                0.91392,                0.86498,                 0.4749,                 1.7052,                 1.0286,                 1.6033,               0.001162,               0.001162,               0.001162
                    309,                0.55769,                0.38427,                0.90888,                0.75633,                0.86006,                0.84496,                 0.4663,                 1.6792,                 1.1298,                 1.5763,              0.0011603,              0.0011603,              0.0011603
                    310,                0.56477,                0.38301,                0.90532,                0.82728,                0.81429,                0.87214,                0.46357,                 1.6277,                 1.0661,                 1.5644,              0.0011587,              0.0011587,              0.0011587
                    311,                0.57516,                 0.3901,                0.90608,                0.87211,                0.84762,                0.89802,                 0.4933,                 1.6125,                 0.8447,                 1.4905,               0.001157,               0.001157,               0.001157
                    312,                0.53806,                0.37938,                0.89063,                0.93513,                0.83358,                0.92152,                0.48599,                 1.6885,                0.89405,                 1.5915,              0.0011554,              0.0011554,              0.0011554
                    313,                0.51723,                0.34611,                0.89775,                0.85071,                0.84762,                0.91339,                0.49615,                  1.652,                0.94205,                 1.5758,              0.0011537,              0.0011537,              0.0011537
                    314,                0.53666,                0.36109,                0.90999,                0.81343,                0.86411,                0.87227,                0.50744,                 1.5543,                0.88366,                 1.5272,              0.0011521,              0.0011521,              0.0011521
                    315,                0.54156,                0.36166,                0.89422,                0.84418,                0.77619,                 0.8714,                0.50878,                 1.5862,                0.80381,                 1.5826,              0.0011504,              0.0011504,              0.0011504
                    316,                0.56247,                0.37365,                0.90314,                0.86512,                0.80944,                0.87374,                0.48329,                 1.6925,                0.87853,                 1.6378,              0.0011488,              0.0011488,              0.0011488
                    317,                0.57164,                0.38213,                0.89626,                 0.9031,                0.80201,                0.88041,                 0.4721,                 1.6928,                0.91941,                 1.6443,              0.0011471,              0.0011471,              0.0011471
                    318,                0.56647,                0.39079,                0.92045,                0.90338,                0.77139,                0.85718,                0.45112,                 1.7551,                0.99702,                 1.7343,              0.0011455,              0.0011455,              0.0011455
                    319,                0.56442,                0.37865,                0.91434,                0.86251,                0.80895,                0.88556,                 0.4641,                 1.7481,                 1.0404,                 1.7025,              0.0011438,              0.0011438,              0.0011438
                    320,                0.56006,                0.36609,                0.91058,                0.92455,                0.88025,                0.92328,                0.47504,                 1.7548,                0.98394,                 1.7361,              0.0011422,              0.0011422,              0.0011422
                    321,                0.55165,                0.40156,                0.91581,                0.83538,                0.89109,                0.90921,                0.49502,                 1.6158,                0.99619,                 1.6359,              0.0011405,              0.0011405,              0.0011405
                    322,                0.60905,                0.38906,                 0.9348,                0.79411,                0.89968,                 0.8973,                0.48918,                  1.711,                 1.2269,                 1.6888,              0.0011389,              0.0011389,              0.0011389
                    323,                0.53658,                0.36585,                0.91409,                0.76355,                 0.7083,                0.82087,                0.43119,                 1.7638,                 1.1847,                 1.6953,              0.0011372,              0.0011372,              0.0011372
                    324,                0.54046,                0.36904,                0.91285,                0.71627,                0.80666,                0.82785,                0.43804,                 1.8617,                 1.0966,                 1.7453,              0.0011356,              0.0011356,              0.0011356
                    325,                0.56687,                 0.3767,                0.91845,                0.75635,                0.81429,                0.82675,                0.43575,                 1.8285,                 1.0865,                 1.7164,              0.0011339,              0.0011339,              0.0011339
                    326,                0.57423,                0.38486,                 0.9369,                0.81175,                0.81974,                0.88464,                0.45611,                 1.7906,                0.92456,                 1.6539,              0.0011323,              0.0011323,              0.0011323
                    327,                0.53685,                0.35873,                0.90783,                0.83642,                0.93333,                0.93748,                0.49693,                   1.71,                0.78332,                 1.6008,              0.0011306,              0.0011306,              0.0011306
                    328,                0.54776,                0.37315,                0.90184,                0.80837,                0.93333,                0.94969,                0.50998,                 1.6791,                0.89397,                 1.5678,               0.001129,               0.001129,               0.001129
                    329,                0.54451,                0.36501,                 0.9004,                0.79785,                0.91495,                0.89449,                0.46792,                 1.7052,                 1.0033,                 1.5743,              0.0011273,              0.0011273,              0.0011273
                    330,                 0.5515,                0.37727,                0.91183,                 0.7886,                0.83225,                  0.827,                0.42937,                 1.7384,                 1.1899,                 1.6167,              0.0011257,              0.0011257,              0.0011257
                    331,                0.53921,                 0.3569,                0.90409,                 0.8083,                0.84913,                0.83612,                0.43791,                  1.709,                 1.1595,                 1.6553,               0.001124,               0.001124,               0.001124
                    332,                0.55123,                0.36774,                0.91175,                0.81297,                0.84902,                0.88585,                0.45381,                 1.7305,                 1.0242,                 1.6613,              0.0011224,              0.0011224,              0.0011224
                    333,                0.55974,                0.38619,                0.89873,                0.81577,                0.81792,                0.85386,                0.46374,                 1.6756,                 1.0619,                 1.6093,              0.0011207,              0.0011207,              0.0011207
                    334,                0.54605,                0.35889,                0.88534,                 0.7895,                  0.809,                0.80676,                0.43734,                 1.7352,                 1.1135,                 1.6336,              0.0011191,              0.0011191,              0.0011191
                    335,                0.55635,                0.37595,                0.91437,                 0.8304,                0.84762,                0.82338,                 0.4517,                 1.6585,                 1.0745,                 1.5824,              0.0011174,              0.0011174,              0.0011174
                    336,                0.53461,                0.36462,                0.90492,                 0.8149,                0.81429,                0.77992,                0.44331,                  1.648,                  1.078,                 1.5384,              0.0011158,              0.0011158,              0.0011158
                    337,                0.54171,                 0.3764,                0.90577,                 0.8362,                0.85383,                0.86821,                0.48941,                  1.688,                0.97807,                  1.608,              0.0011141,              0.0011141,              0.0011141
                    338,                0.51855,                0.35264,                0.89049,                0.83337,                0.88333,                0.91599,                0.49686,                 1.7193,                   1.02,                 1.6107,              0.0011125,              0.0011125,              0.0011125
                    339,                0.53252,                0.36091,                0.90495,                0.87013,                 0.8119,                0.90024,                 0.4948,                 1.6395,                0.92446,                 1.5468,              0.0011108,              0.0011108,              0.0011108
                    340,                0.55766,                0.36622,                0.91589,                0.89795,                 0.8119,                0.90035,                0.50295,                 1.6577,                0.87216,                 1.5681,              0.0011092,              0.0011092,              0.0011092
                    341,                0.52487,                0.35255,                  0.906,                0.89224,                 0.8119,                0.88118,                0.48061,                 1.7188,                0.79247,                 1.6122,              0.0011075,              0.0011075,              0.0011075
                    342,                0.55069,                0.38254,                0.91512,                0.90141,                0.81535,                0.86994,                0.45163,                 1.7063,                0.90254,                 1.6059,              0.0011059,              0.0011059,              0.0011059
                    343,                 0.5141,                0.35776,                0.89122,                 0.7858,                0.84762,                0.84406,                0.46793,                 1.7159,                0.99986,                 1.6626,              0.0011042,              0.0011042,              0.0011042
                    344,                0.53507,                0.35967,                0.91783,                0.80745,                0.86348,                0.85942,                0.46381,                  1.668,                0.98997,                 1.6298,              0.0011026,              0.0011026,              0.0011026
                    345,                0.52963,                0.36014,                0.89737,                0.77951,                0.81429,                0.81601,                0.42533,                 1.7161,                 1.0548,                 1.6173,              0.0011009,              0.0011009,              0.0011009
                    346,                0.52507,                0.34746,                0.89819,                0.79128,                0.82056,                0.79626,                0.41371,                  1.763,                 1.1615,                 1.6644,              0.0010993,              0.0010993,              0.0010993
                    347,                0.54499,                0.37877,                0.90077,                0.90447,                0.81429,                0.89109,                0.49274,                 1.6492,                0.88054,                 1.6825,              0.0010976,              0.0010976,              0.0010976
                    348,                0.55715,                0.38791,                0.89979,                0.91058,                0.80795,                0.86433,                  0.469,                 1.7151,                0.95426,                 1.7118,               0.001096,               0.001096,               0.001096
                    349,                0.50416,                0.35523,                0.90006,                0.88101,                0.79779,                0.84222,                0.44227,                  1.741,                 1.0543,                 1.6692,              0.0010943,              0.0010943,              0.0010943
                    350,                0.53524,                0.36619,                 0.9089,                0.83492,                0.79999,                0.80536,                0.43067,                 1.7372,                 1.1739,                 1.6715,              0.0010927,              0.0010927,              0.0010927
                    351,                0.55788,                0.37678,                0.90502,                0.81171,                0.79824,                0.81408,                0.43112,                 1.7497,                 1.1295,                 1.6623,               0.001091,               0.001091,               0.001091
                    352,                0.52064,                0.35652,                0.89759,                0.85825,                0.83503,                0.84947,                0.43908,                 1.7148,                   1.08,                 1.5636,              0.0010894,              0.0010894,              0.0010894
                    353,                0.54285,                  0.371,                0.91557,                0.87658,                0.80664,                0.87002,                 0.4793,                 1.6641,                0.92276,                 1.5232,              0.0010877,              0.0010877,              0.0010877
                    354,                0.54508,                0.36623,                0.92235,                 0.9346,                 0.8274,                0.90537,                0.50493,                 1.6569,                0.84831,                 1.5554,              0.0010861,              0.0010861,              0.0010861
                    355,                0.52812,                0.36123,                0.90814,                0.86778,                0.81429,                0.85326,                0.47334,                 1.7173,                0.88651,                 1.6672,              0.0010844,              0.0010844,              0.0010844
                    356,                0.53257,                0.36418,                0.89745,                0.83067,                0.81429,                0.85358,                0.49524,                 1.6547,                0.91443,                 1.6237,              0.0010828,              0.0010828,              0.0010828
                    357,                0.52063,                0.35949,                0.91003,                0.87852,                0.77857,                0.81176,                0.46033,                 1.6048,                0.96429,                  1.589,              0.0010811,              0.0010811,              0.0010811
                    358,                0.53503,                0.35506,                0.91141,                0.76549,                0.86429,                0.80455,                0.47953,                 1.5959,                0.97011,                 1.5736,              0.0010795,              0.0010795,              0.0010795
                    359,                0.55613,                0.37064,                 0.9099,                 0.8274,                0.91455,                0.88997,                0.50823,                 1.6122,                0.95858,                 1.5523,              0.0010778,              0.0010778,              0.0010778
                    360,                0.54636,                0.36884,                0.90896,                0.81284,                0.83929,                0.87449,                0.47334,                 1.6992,                 0.9065,                 1.6062,              0.0010762,              0.0010762,              0.0010762
                    361,                0.51749,                0.33943,                0.88283,                0.78665,                0.86206,                0.88434,                0.47277,                 1.6563,                  0.975,                 1.6094,              0.0010745,              0.0010745,              0.0010745
                    362,                0.54391,                0.36554,                 0.9224,                0.79705,                0.88682,                0.85924,                0.48015,                 1.6137,                0.96872,                 1.5933,              0.0010729,              0.0010729,              0.0010729
                    363,                0.51548,                0.35328,                0.88349,                  0.794,                0.90411,                0.86118,                0.47638,                 1.6267,                0.88715,                 1.6141,              0.0010712,              0.0010712,              0.0010712
                    364,                0.53612,                0.35412,                0.90426,                0.73963,                 0.8695,                0.86182,                 0.5176,                 1.5341,                0.88146,                 1.5365,              0.0010696,              0.0010696,              0.0010696
                    365,                 0.5043,                0.35595,                0.90625,                 0.7328,                0.88095,                0.80209,                0.45024,                  1.619,                 1.0038,                 1.5818,              0.0010679,              0.0010679,              0.0010679
                    366,                 0.5438,                0.37555,                0.90525,                0.75599,                0.90643,                0.80028,                0.44918,                 1.5959,                 1.0138,                 1.5441,              0.0010663,              0.0010663,              0.0010663
                    367,                0.51522,                 0.3525,                0.89278,                0.78242,                0.88507,                0.86019,                0.44791,                 1.6768,                 0.9893,                 1.6015,              0.0010646,              0.0010646,              0.0010646
                    368,                0.51199,                0.35967,                0.89544,                0.83665,                0.87003,                 0.8842,                0.49903,                 1.6422,                0.87342,                 1.5741,               0.001063,               0.001063,               0.001063
                    369,                0.53142,                0.36593,                0.90785,                0.89115,                0.83039,                0.88497,                0.49756,                 1.6526,                0.91801,                 1.5934,              0.0010613,              0.0010613,              0.0010613
                    370,                0.54047,                0.36772,                0.91282,                0.89118,                0.83896,                0.90326,                0.49348,                 1.6604,                0.85735,                 1.5993,              0.0010597,              0.0010597,              0.0010597
                    371,                0.53283,                 0.3543,                0.90354,                0.86172,                0.85574,                0.91381,                0.50652,                 1.5979,                0.80789,                 1.5849,               0.001058,               0.001058,               0.001058
                    372,                0.53632,                0.35346,                0.91551,                0.79675,                0.87539,                0.90489,                0.48343,                 1.6863,                0.84754,                 1.6544,              0.0010564,              0.0010564,              0.0010564
                    373,                 0.5116,                0.34625,                0.88976,                0.72059,                0.90079,                0.85601,                0.45442,                  1.702,                0.89586,                 1.6055,              0.0010547,              0.0010547,              0.0010547
                    374,                0.48729,                0.34143,                0.88602,                0.81261,                0.84524,                0.87575,                0.46939,                 1.6975,                0.82178,                 1.6301,              0.0010531,              0.0010531,              0.0010531
                    375,                0.50623,                0.34975,                0.90599,                0.85285,                 0.8619,                0.91558,                0.47341,                 1.7378,                0.74677,                  1.671,              0.0010514,              0.0010514,              0.0010514
                    376,                0.48347,                0.33168,                0.89138,                0.85708,                0.84385,                0.90334,                 0.4609,                 1.7328,                0.81452,                 1.6821,              0.0010498,              0.0010498,              0.0010498
                    377,                0.51412,                0.34283,                0.87922,                0.76865,                0.84371,                 0.8772,                0.46039,                 1.7003,                0.89483,                  1.679,              0.0010481,              0.0010481,              0.0010481
                    378,                0.50144,                0.34364,                0.90215,                0.84244,                0.86651,                0.89694,                0.47592,                 1.6713,                0.93949,                 1.6354,              0.0010465,              0.0010465,              0.0010465
                    379,                0.52777,                0.34252,                0.89864,                0.79069,                0.90211,                0.90943,                0.46227,                 1.7782,                0.90299,                 1.7029,              0.0010448,              0.0010448,              0.0010448
                    380,                0.52267,                0.35488,                 0.8977,                 0.8886,                0.87102,                0.93928,                0.49372,                  1.725,                0.95798,                 1.6291,              0.0010432,              0.0010432,              0.0010432
                    381,                0.49365,                0.33846,                0.89486,                0.82909,                0.77857,                0.86192,                0.47698,                   1.75,                0.99788,                 1.6577,              0.0010415,              0.0010415,              0.0010415
                    382,                0.49469,                0.34692,                0.90276,                0.85716,                0.78587,                0.88115,                 0.4867,                 1.7158,                  1.019,                 1.5889,              0.0010399,              0.0010399,              0.0010399
                    383,                0.54275,                 0.3558,                0.91281,                 0.8419,                0.82103,                0.87581,                0.49088,                 1.6482,                0.98337,                 1.5618,              0.0010382,              0.0010382,              0.0010382
                    384,                0.54722,                0.35776,                0.91267,                0.85986,                0.85496,                0.86458,                0.44735,                 1.7361,                0.92505,                 1.6799,              0.0010366,              0.0010366,              0.0010366
                    385,                0.49934,                0.33969,                0.88151,                0.83178,                0.82067,                0.87762,                 0.4546,                 1.7315,                 1.0308,                  1.686,              0.0010349,              0.0010349,              0.0010349
                    386,                0.49147,                0.34528,                0.88584,                0.79789,                0.78263,                0.84154,                0.43252,                 1.7233,                 1.1159,                 1.6765,              0.0010333,              0.0010333,              0.0010333
                    387,                 0.5272,                0.35912,                0.89512,                0.82265,                0.84076,                0.87413,                0.46147,                 1.7645,                0.93682,                  1.707,              0.0010316,              0.0010316,              0.0010316
                    388,                0.53174,                0.35215,                0.90327,                0.86478,                0.89346,                 0.9188,                0.46331,                 1.7104,                0.78251,                 1.6607,                0.00103,                0.00103,                0.00103
                    389,                0.50924,                0.35566,                0.89938,                0.80464,                0.91114,                0.88218,                0.48066,                 1.7076,                0.78779,                  1.651,              0.0010283,              0.0010283,              0.0010283
                    390,                0.52577,                0.35781,                0.90243,                0.77857,                0.93333,                0.87251,                0.45207,                 1.7135,                0.84219,                 1.6995,              0.0010267,              0.0010267,              0.0010267
                    391,                0.51531,                0.35246,                0.89608,                0.75741,                0.91667,                0.86904,                0.44268,                 1.6999,                0.84444,                 1.7084,               0.001025,               0.001025,               0.001025
                    392,                0.51696,                0.35386,                0.90804,                0.84007,                0.85472,                0.89729,                0.45219,                 1.7119,                 0.8329,                 1.7068,              0.0010234,              0.0010234,              0.0010234
                    393,                0.51058,                0.33828,                0.89677,                0.79908,                0.92817,                0.87389,                0.46773,                 1.6395,                0.86418,                 1.6325,              0.0010217,              0.0010217,              0.0010217
                    394,                0.54149,                0.36383,                0.90615,                0.84591,                  0.762,                0.86066,                0.47235,                 1.6502,                0.90085,                 1.6491,              0.0010201,              0.0010201,              0.0010201
                    395,                0.52232,                 0.3544,                0.90419,                0.81938,                0.89058,                0.90643,                0.49079,                 1.6371,                0.87137,                 1.6648,              0.0010184,              0.0010184,              0.0010184
                    396,                 0.5386,                0.34805,                0.90349,                0.81435,                0.88056,                0.84103,                0.42513,                  1.718,                  1.032,                 1.6896,              0.0010168,              0.0010168,              0.0010168
                    397,                0.51058,                0.33534,                0.89606,                0.76175,                0.84762,                0.77947,                0.40396,                 1.7497,                 1.1147,                 1.6873,              0.0010151,              0.0010151,              0.0010151
                    398,                0.50753,                0.34771,                0.88972,                0.78774,                0.80246,                0.75081,                0.39247,                 1.6936,                 1.1607,                 1.6261,              0.0010135,              0.0010135,              0.0010135
                    399,                0.52921,                0.34286,                0.90037,                0.78177,                0.84836,                0.76464,                0.40866,                 1.6502,                 1.1808,                 1.6126,              0.0010118,              0.0010118,              0.0010118
                    400,                 0.5096,                 0.3492,                0.89518,                0.75922,                0.83095,                0.78735,                0.41652,                 1.6965,                 1.0889,                 1.7022,              0.0010102,              0.0010102,              0.0010102
                    401,                  0.496,                 0.3367,                0.89884,                 0.8239,                0.81623,                0.78534,                 0.4224,                 1.6568,                  1.031,                  1.648,              0.0010085,              0.0010085,              0.0010085
                    402,                 0.5254,                0.34275,                0.90295,                0.83125,                0.85573,                0.87513,                0.47698,                 1.6432,                0.94816,                 1.6349,              0.0010069,              0.0010069,              0.0010069
                    403,                0.48096,                0.32945,                0.89353,                 0.7945,                0.83486,                0.83765,                0.47428,                 1.5972,                0.92975,                 1.6068,              0.0010052,              0.0010052,              0.0010052
                    404,                0.48904,                0.34156,                0.89259,                0.77909,                0.81152,                0.80889,                0.45293,                 1.6714,                 1.0245,                 1.6351,              0.0010036,              0.0010036,              0.0010036
                    405,                0.51827,                0.34544,                0.89073,                0.75729,                0.84762,                0.80144,                0.44867,                 1.6843,                 1.0322,                 1.6166,              0.0010019,              0.0010019,              0.0010019
                    406,                  0.495,                0.33812,                0.89656,                0.79155,                0.79872,                0.83815,                0.45886,                  1.673,                 1.1537,                 1.5336,              0.0010003,              0.0010003,              0.0010003
                    407,                0.48891,                 0.3306,                0.89132,                0.76931,                0.85252,                0.86617,                0.47662,                 1.6501,                 1.1408,                 1.5724,             0.00099862,             0.00099862,             0.00099862
